GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb401360	Conserved oligomeric Golgi complex subunit 8	CONSERVED OLIGOMERIC GOLGI COMPLEX SUBUNIT 8 (PTHR21311:SF0)			intra-Golgi vesicle-mediated transport(GO:0006891);protein transport(GO:0015031)	Golgi membrane(GO:0000139);Golgi transport complex(GO:0017119)
Zm00001eb183200	Agamous-like MADS-box protein AGL16	AGAMOUS-LIKE MADS-BOX PROTEIN AGL17 (PTHR48019:SF219)	MADS box transcription factor(PC00250)	"RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)"	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944)	nucleus(GO:0005634)
Zm00001eb115650	SCD domain-containing protein	LD34181P-RELATED (PTHR11199:SF0)	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	chromatin binding(GO:0003682)	chromosome segregation(GO:0007059);sister chromatid cohesion(GO:0007062);meiotic cell cycle(GO:0051321)	chromatin(GO:0000785);nucleus(GO:0005634);chromosome(GO:0005694);cohesin complex(GO:0008278)
Zm00001eb025590	VQ domain-containing protein					
Zm00001eb211280	Cell number regulator 3	CELL NUMBER REGULATOR 3 (PTHR15907:SF152)				membrane(GO:0016020)
Zm00001eb401370	Putative mitochondrial adenine nucleotide transporter BTL2	MITOCHONDRIAL ADENINE NUCLEOTIDE TRANSPORTER BTL3-RELATED (PTHR24089:SF292)	mitochondrial carrier protein(PC00158)		organic anion transport(GO:0015711);organophosphate ester transport(GO:0015748);transmembrane transport(GO:0055085)	mitochondrial inner membrane(GO:0005743);membrane(GO:0016020)
Zm00001eb405800	BTB_POZ domain-containing protein	OS12G0117600 PROTEIN (PTHR32370:SF115)			protein ubiquitination(GO:0016567)	
Zm00001eb397660	S-acyltransferase	ZDHHC-TYPE PALMITOYLTRANSFERASE 3-RELATED (PTHR22883:SF127)	protein modifying enzyme(PC00260)	palmitoyltransferase activity(GO:0016409);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);protein-cysteine S-palmitoyltransferase activity(GO:0019706)	protein targeting to membrane(GO:0006612)	endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);membrane(GO:0016020)
Zm00001eb198880	DUF538 family protein	OS11G0683600 PROTEIN (PTHR31676:SF29)				
Zm00001eb142130	Methyl esterase 10	ESTERASE PIR7B (PTHR10992:SF1004)	esterase(PC00097)	catalytic activity(GO:0003824);methyl indole-3-acetate esterase activity(GO:0080030);methyl salicylate esterase activity(GO:0080031);methyl jasmonate esterase activity(GO:0080032)	jasmonic acid metabolic process(GO:0009694);salicylic acid metabolic process(GO:0009696)	
Zm00001eb366550	Ypt_Rab-GAP domain of gyp1p superfamily protein					
Zm00001eb343950	Aspartic proteinase A1	ASPARTIC PROTEINASE A1 (PTHR47966:SF76)	aspartic protease(PC00053)	aspartic-type endopeptidase activity(GO:0004190);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);lipid metabolic process(GO:0006629)	vacuole(GO:0005773)
Zm00001eb117410	Uncharacterized protein					
Zm00001eb351920	Cation_H+ exchanger domain-containing protein	OS05G0473401 PROTEIN (PTHR32468:SF90)	transporter(PC00227)	antiporter activity(GO:0015297)	monoatomic ion transport(GO:0006811);monoatomic cation transport(GO:0006812);potassium ion transport(GO:0006813);regulation of pH(GO:0006885);transmembrane transport(GO:0055085);proton transmembrane transport(GO:1902600)	chloroplast envelope(GO:0009941);endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb370610	riboflavin kinase	OS01G0757900 PROTEIN (PTHR18901:SF44)	phosphatase(PC00181)	nucleotide binding(GO:0000166);catalytic activity(GO:0003824);riboflavin kinase activity(GO:0008531);transferase activity(GO:0016740);sn-glycerol 3-phosphatase activity(GO:0043136)	glycerol biosynthetic process(GO:0006114);riboflavin biosynthetic process(GO:0009231);FMN biosynthetic process(GO:0009398)	
Zm00001eb200900	CBS domain-containing protein CBSCBSPB3	CBS DOMAIN-CONTAINING PROTEIN DDB_G0289609 (PTHR48108:SF26)				
Zm00001eb429630	UBP-type domain-containing protein	"ARMADILLO_BETA-CATENIN-LIKE REPEAT FAMILY PROTEIN, EXPRESSED (PTHR46168:SF4)"		zinc ion binding(GO:0008270)		
Zm00001eb168900	Saposin B-type domain-containing protein	OS12G0112200 PROTEIN (PTHR11480:SF90)	scaffold/adaptor protein(PC00226)		lipid metabolic process(GO:0006629)	extracellular space(GO:0005615)
Zm00001eb273740	Uncharacterized protein				regulation of phenylpropanoid metabolic process(GO:2000762)	mediator complex(GO:0016592)
Zm00001eb134730	Uncharacterized protein					
Zm00001eb119860	GDSL esterase_lipase					
Zm00001eb134990	Cyclin-D5-1	CYCLIN-D5-2 (PTHR10177:SF597)	kinase activator(PC00138)	cyclin-dependent protein serine/threonine kinase regulator activity(GO:0016538)	G1/S transition of mitotic cell cycle(GO:0000082);cell division(GO:0051301)	cyclin-dependent protein kinase holoenzyme complex(GO:0000307);nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb410510	E3 ubiquitin-protein ligase MIEL1	E3 UBIQUITIN-PROTEIN LIGASE MIEL1 (PTHR21319:SF20)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);ligase activity(GO:0016874);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567)	nucleus(GO:0005634)
Zm00001eb398600	IRK-interacting protein	CYCLIN-DEPENDENT KINASE-LIKE PROTEIN (PTHR31029:SF4)				
Zm00001eb232740	Phytocyanin domain-containing protein	EARLY NODULIN-LIKE PROTEIN 9 (PTHR33021:SF186)		electron transfer activity(GO:0009055)		plasma membrane(GO:0005886);side of membrane(GO:0098552)
Zm00001eb123820	Protein kinase domain-containing protein			protein kinase activity(GO:0004672);ATP binding(GO:0005524)		membrane(GO:0016020)
Zm00001eb101460	Carboxypeptidase	CARBOXYPEPTIDASE (PTHR11802:SF59)	serine protease(PC00203)	carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	
Zm00001eb254650	Uncharacterized protein					
Zm00001eb157250	PPIase cyclophilin-type domain-containing protein	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE CYP21-1 (PTHR11071:SF449)	chaperone(PC00072)	peptidyl-prolyl cis-trans isomerase activity(GO:0003755);cyclosporin A binding(GO:0016018)	protein folding(GO:0006457)	cytoplasm(GO:0005737)
Zm00001eb038170	Uncharacterized protein					
Zm00001eb428000	P-loop containing nucleoside triphosphate hydrolase superfamily protein	OS04G0582000 PROTEIN (PTHR10887:SF461)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);RNA binding(GO:0003723);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)		chromosome(GO:0005694)
Zm00001eb012380	S-acyltransferase	ZDHHC-TYPE PALMITOYLTRANSFERASE 3-RELATED (PTHR22883:SF127)	protein modifying enzyme(PC00260)			
Zm00001eb257850	poly(A)-specific ribonuclease	POLY(A)-SPECIFIC RIBONUCLEASE (PTHR10797:SF80)	mRNA polyadenylation factor(PC00146)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);nuclease activity(GO:0004518);exonuclease activity(GO:0004527);poly(A)-specific ribonuclease activity(GO:0004535);3'-5' exonuclease activity(GO:0008408);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay(GO:0000288);nuclear-transcribed mRNA poly(A) tail shortening(GO:0000289);defense response(GO:0006952);response to bacterium(GO:0009617)"	P-body(GO:0000932);nucleus(GO:0005634);cytoplasm(GO:0005737);CCR4-NOT complex(GO:0030014);CCR4-NOT core complex(GO:0030015)
Zm00001eb366480	5'-3' exonuclease domain-containing protein	5'-3' EXONUCLEASE FAMILY PROTEIN (PTHR42646:SF4)		"DNA binding(GO:0003677);nuclease activity(GO:0004518);5'-3' exonuclease activity(GO:0008409);hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788);5'-flap endonuclease activity(GO:0017108)"	"DNA replication, Okazaki fragment processing(GO:0033567)"	
Zm00001eb395520	Putative leucine-rich repeat protein kinase family protein	LEUCINE-RICH REPEAT PROTEIN KINASE FAMILY PROTEIN (PTHR48003:SF3)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301);metal ion binding(GO:0046872)		plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb330080	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR24056:SF219)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353);kinase activity(GO:0016301);transferase activity(GO:0016740)	positive regulation of transcription elongation by RNA polymerase II(GO:0032968)	cyclin-dependent protein kinase holoenzyme complex(GO:0000307);nucleus(GO:0005634)
Zm00001eb320760	PRLI-interacting factor A	OS09G0553700 PROTEIN (PTHR34484:SF1)				
Zm00001eb106490	GRAS transcription factor	CHITIN-INDUCIBLE GIBBERELLIN-RESPONSIVE PROTEIN 1 (PTHR31636:SF151)		DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb271040	Uncharacterized protein					
Zm00001eb040070	Myb transcription factor38	MYB TRANSCRIPTION FACTOR 42 (PTHR47999:SF124)	homeodomain transcription factor(PC00119)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);regulation of lignin biosynthetic process(GO:1901141)	nucleus(GO:0005634)
Zm00001eb371500	Microtubule-associated protein 70-1	MICROTUBULE-ASSOCIATED PROTEIN 70-3 (PTHR31246:SF4)	non-motor microtubule binding protein(PC00166)	microtubule binding(GO:0008017)	cytoskeleton organization(GO:0007010)	cytoskeleton(GO:0005856);microtubule(GO:0005874)
Zm00001eb351630	40S ribosomal protein S23	"RIBOSOMAL PROTEIN S23, PUTATIVE, EXPRESSED-RELATED (PTHR11652:SF64)"	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	ribosome(GO:0005840);small ribosomal subunit(GO:0015935);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)
Zm00001eb078640	Cytochrome b561 and DOMON domain-containing protein	CYTOCHROME B561 AND DOMON DOMAIN-CONTAINING PROTEIN (PTHR23130:SF224)		metal ion binding(GO:0046872)		membrane(GO:0016020)
Zm00001eb258630	CRAL-TRIO domain-containing protein	OS08G0497300 PROTEIN (PTHR45657:SF9)		methyltransferase activity(GO:0008168);phosphatidylinositol transfer activity(GO:0008526)	post-Golgi vesicle-mediated transport(GO:0006892);phospholipid transport(GO:0015914);methylation(GO:0032259);intermembrane lipid transfer(GO:0120009)	Golgi membrane(GO:0000139);plasma membrane(GO:0005886)
Zm00001eb043310	Serinc-domain containing serine and sphingolipid biosynthesis protein	"SERINE INCORPORATOR, ISOFORM F (PTHR10383:SF9)"	protein-binding activity modulator(PC00095)			membrane(GO:0016020)
Zm00001eb081120	Uncharacterized protein					
Zm00001eb130260	Uncharacterized protein	OS01G0305900 PROTEIN (PTHR47999:SF110)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb100970	Patatin	PATATIN (PTHR32176:SF120)	isomerase(PC00135)	phospholipase activity(GO:0004620);lipase activity(GO:0016298);hydrolase activity(GO:0016787);monoacylglycerol lipase activity(GO:0047372)	lipid metabolic process(GO:0006629);defense response(GO:0006952);lipid catabolic process(GO:0016042)	
Zm00001eb239140	Uncharacterized protein					
Zm00001eb074510	OSJNBa0010H02.21-like protein					
Zm00001eb283510	Derlin-1.2	DERLIN (PTHR11009:SF32)	primary active transporter(PC00068)	signal recognition particle binding(GO:0005047)	response to stress(GO:0006950);endoplasmic reticulum unfolded protein response(GO:0030968);ERAD pathway(GO:0036503)	endoplasmic reticulum membrane(GO:0005789)
Zm00001eb212510	Cupredoxin superfamily protein	OS03G0807500 PROTEIN (PTHR33021:SF529)		electron transfer activity(GO:0009055)		plasma membrane(GO:0005886)
Zm00001eb328220	Uncharacterized protein					
Zm00001eb302400	Plasma membrane ATPase	PLASMA MEMBRANE ATPASE (PTHR42861:SF126)	primary active transporter(PC00068)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);P-type proton-exporting transporter activity(GO:0008553);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872)	monoatomic ion transport(GO:0006811);regulation of intracellular pH(GO:0051453);proton export across plasma membrane(GO:0120029);proton transmembrane transport(GO:1902600)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb234750	Glycosyltransferase	UDP-GLYCOSYLTRANSFERASE 84A1 (PTHR11926:SF986)	transferase(PC00220)	UDP-glycosyltransferase activity(GO:0008194);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);hexosyltransferase activity(GO:0016758);quercetin 3-O-glucosyltransferase activity(GO:0080043);quercetin 7-O-glucosyltransferase activity(GO:0080044)		cytoplasm(GO:0005737)
Zm00001eb117160	Cupredoxin superfamily protein	OS07G0165900 PROTEIN (PTHR33021:SF557)		electron transfer activity(GO:0009055);metal ion binding(GO:0046872)	response to symbiotic fungus(GO:0009610)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb383490	RING-type E3 ubiquitin transferase	E3 UBIQUITIN-PROTEIN LIGASE OS06G0535400 (PTHR14155:SF538)	ubiquitin-protein ligase(PC00234)	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	protein ubiquitination(GO:0016567)	
Zm00001eb064670	Pantoate--beta-alanine ligase	PANTOATE--BETA-ALANINE LIGASE (PTHR21299:SF1)		nucleotide binding(GO:0000166);pantoate-beta-alanine ligase activity(GO:0004592);ATP binding(GO:0005524);ligase activity(GO:0016874);protein homodimerization activity(GO:0042803)	embryo development ending in seed dormancy(GO:0009793);pantothenate biosynthetic process(GO:0015940)	cytoplasm(GO:0005737);cytosol(GO:0005829)
Zm00001eb359870	Replication protein A DNA-binding subunit B	RETROTRANSPOSON-LIKE PROTEIN (PTHR47165:SF3)				
Zm00001eb065920	Smr domain-containing protein	SMR DOMAIN-CONTAINING PROTEIN (PTHR48466:SF1)		nucleotide binding(GO:0000166);DNA binding(GO:0003677);RNA binding(GO:0003723);nuclease activity(GO:0004518);endonuclease activity(GO:0004519);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887);rRNA binding(GO:0019843);mismatched DNA binding(GO:0030983);ATP-dependent DNA damage sensor activity(GO:0140664)	mismatch repair(GO:0006298);negative regulation of DNA recombination(GO:0045910)	
Zm00001eb328250	Amelogenin like protein	TRANSCRIPTION FACTOR BHLH062 (PTHR47075:SF6)	basic helix-loop-helix transcription factor(PC00055)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb273100	E3 ubiquitin protein ligase	E3 UBIQUITIN-PROTEIN LIGASE BRE1 (PTHR23163:SF0)		ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);ligase activity(GO:0016874);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	chromatin organization(GO:0006325);protein ubiquitination(GO:0016567)	nucleus(GO:0005634);HULC complex(GO:0033503)
Zm00001eb270700	RecA family profile 1 domain-containing protein	DNA REPAIR PROTEIN RADA-LIKE PROTEIN (PTHR32472:SF10)	DNA metabolism protein(PC00009)	nucleotide binding(GO:0000166);DNA binding(GO:0003677);damaged DNA binding(GO:0003684);ATP binding(GO:0005524);zinc ion binding(GO:0008270);hydrolase activity(GO:0016787);metal ion binding(GO:0046872);ATP-dependent DNA damage sensor activity(GO:0140664)	recombinational repair(GO:0000725);DNA repair(GO:0006281);DNA damage response(GO:0006974)	
Zm00001eb107350	Amine oxidase	AMINE OXIDASE (PTHR10638:SF71)	oxidase(PC00175)	"copper ion binding(GO:0005507);primary methylamine oxidase activity(GO:0008131);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor(GO:0016641);metal ion binding(GO:0046872);quinone binding(GO:0048038)"	amine metabolic process(GO:0009308);response to jasmonic acid(GO:0009753)	
Zm00001eb147850	Laccase	LACCASE-7 (PTHR11709:SF109)	oxidase(PC00175)	copper ion binding(GO:0005507);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);hydroquinone:oxygen oxidoreductase activity(GO:0052716)	lignin catabolic process(GO:0046274)	apoplast(GO:0048046)
Zm00001eb230300	Uncharacterized protein	RAC-LIKE GTP-BINDING PROTEIN ARAC3 (PTHR24072:SF286)	small GTPase(PC00208)	nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525);protein kinase binding(GO:0019901)	actin filament organization(GO:0007015);establishment or maintenance of cell polarity(GO:0007163);signal transduction(GO:0007165);small GTPase-mediated signal transduction(GO:0007264);regulation of cell shape(GO:0008360);cortical cytoskeleton organization(GO:0030865);regulation of actin cytoskeleton organization(GO:0032956)	cytoskeleton(GO:0005856);plasma membrane(GO:0005886);membrane(GO:0016020);cytoplasmic vesicle(GO:0031410);cell projection(GO:0042995)
Zm00001eb277050	Protein kinase Kelch repeat:Kelch	OS06G0594400 PROTEIN (PTHR46407:SF10)		kinase activity(GO:0016301)	negative regulation of cytokinin-activated signaling pathway(GO:0080037);regulation of phenylpropanoid metabolic process(GO:2000762)	
Zm00001eb387040	Sucrose-phosphate synthase	SUCROSE-PHOSPHATE SYNTHASE 3-RELATED (PTHR46039:SF4)		catalytic activity(GO:0003824);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);sucrose-phosphate synthase activity(GO:0046524)	sucrose metabolic process(GO:0005985);sucrose biosynthetic process(GO:0005986)	
