GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb060220	Aldehyde oxidase3	ALDEHYDE OXIDASE3 (PTHR11908:SF142)	oxidoreductase(PC00176)	"aldehyde oxidase activity(GO:0004031);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);flavin adenine dinucleotide binding(GO:0050660);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537);FAD binding(GO:0071949)"	abscisic acid biosynthetic process(GO:0009688);auxin biosynthetic process(GO:0009851)	
Zm00001eb162820	GPI mannosyltransferase 2	GPI MANNOSYLTRANSFERASE 2 (PTHR12468:SF2)	protein modifying enzyme(PC00260)			
Zm00001eb287780	Uncharacterized protein	METHYL-CPG-BINDING DOMAIN-CONTAINING PROTEIN 1-RELATED (PTHR12396:SF10)	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	DNA binding(GO:0003677);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)		nucleus(GO:0005634)
Zm00001eb432690	Uncharacterized protein					
Zm00001eb173910	Uncharacterized protein					
Zm00001eb432710	Uncharacterized protein					
Zm00001eb052760	Ankyrin repeat domain-containing protein 50	ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 50 (PTHR24161:SF116)	protein modifying enzyme(PC00260)			
Zm00001eb084680	Uncharacterized protein	HMA DOMAIN-CONTAINING PROTEIN (PTHR47005:SF14)				
Zm00001eb179160	Cation efflux family protein	ZINC TRANSPORTER 7 (PTHR45755:SF4)		zinc ion transmembrane transporter activity(GO:0005385);monoatomic cation transmembrane transporter activity(GO:0008324);metal ion transmembrane transporter activity(GO:0046873)	monoatomic ion transport(GO:0006811);monoatomic cation transport(GO:0006812);zinc ion transport(GO:0006829);intracellular zinc ion homeostasis(GO:0006882);metal ion transport(GO:0030001);transmembrane transport(GO:0055085);zinc ion transmembrane transport(GO:0071577);monoatomic cation transmembrane transport(GO:0098655)	vacuolar membrane(GO:0005774);Golgi apparatus(GO:0005794);membrane(GO:0016020)
Zm00001eb201630	CASP-like protein					plasma membrane(GO:0005886)
Zm00001eb189060	Protein kinase domain-containing protein	SERINE_THREONINE-PROTEIN KINASE D6PKL1 (PTHR45637:SF79)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886)
Zm00001eb374600	BTB_POZ domain-containing protein NPY1	OS06G0184500 PROTEIN (PTHR32370:SF168)			protein ubiquitination(GO:0016567)	
Zm00001eb422140	Transducin_WD40 repeat-like superfamily protein	TRANSDUCIN_WD40 REPEAT-LIKE SUPERFAMILY PROTEIN (PTHR14221:SF57)				
Zm00001eb057100	Oberon PHD finger domain-containing protein	OS03G0747200 PROTEIN (PTHR33345:SF6)	scaffold/adaptor protein(PC00226)	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)		nucleus(GO:0005634)
Zm00001eb068980	Loricrin-related	EMB|CAB89363.1 (PTHR31827:SF1)				
Zm00001eb173650	AT-hook motif nuclear-localized protein	AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 7 (PTHR31500:SF96)		DNA binding(GO:0003677);minor groove of adenine-thymine-rich DNA binding(GO:0003680)		nucleus(GO:0005634)
Zm00001eb430830	Uncharacterized protein					
Zm00001eb335140	Uncharacterized protein	T6J4.11 PROTEIN (PTHR34539:SF19)				
Zm00001eb093620	Uncharacterized protein					
Zm00001eb215200	DNA mismatch repair protein MLH3			ATP hydrolysis activity(GO:0016887);ATP-dependent DNA damage sensor activity(GO:0140664)	mismatch repair(GO:0006298)	mismatch repair complex(GO:0032300)
Zm00001eb317410	Type II inositol polyphosphate 5-phosphatase 15	OS09G0500300 PROTEIN (PTHR11200:SF145)	phosphatase(PC00181)	"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity(GO:0004439);hydrolase activity(GO:0016787);phosphatase activity(GO:0016791);metal ion binding(GO:0046872)"	pollen germination(GO:0009846);phosphatidylinositol dephosphorylation(GO:0046856)	
Zm00001eb150810	"Protein CHLOROPLAST ENHANCING STRESS TOLERANCE, chloroplastic"	"YCF3-INTERACTING PROTEIN 1, CHLOROPLASTIC (PTHR33672:SF3)"			response to water deprivation(GO:0009414);chloroplast organization(GO:0009658);heat acclimation(GO:0010286);hyperosmotic salinity response(GO:0042538);photosystem I assembly(GO:0048564);response to photooxidative stress(GO:0080183)	chloroplast thylakoid membrane(GO:0009535)
Zm00001eb188990	Delta(12)-fatty-acid desaturase	DELTA(12)-FATTY-ACID DESATURASE (PTHR32100:SF13)		"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water(GO:0016717)"	lipid metabolic process(GO:0006629)	membrane(GO:0016020)
Zm00001eb135900	S-adenosyl-L-methionine-dependent methyltransferase superfamily protein	METHYLTRANSFERASE DOMAIN-CONTAINING PROTEIN (PTHR12496:SF0)	RNA methyltransferase(PC00033)	methyltransferase activity(GO:0008168);transferase activity(GO:0016740)	methylation(GO:0032259)	
Zm00001eb422040	Uncharacterized protein	ANKYRIN REPEAT AND SOCS BOX PROTEIN 8 (PTHR24134:SF9)				
Zm00001eb182620	Uncharacterized protein					
Zm00001eb027930	Uncharacterized protein					
Zm00001eb060140	Calcium-dependent protein kinase 20	CALCIUM-DEPENDENT PROTEIN KINASE 11 (PTHR24349:SF551)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737);membrane(GO:0016020)
Zm00001eb162380	PX domain-containing protein	"RUBICON, ISOFORM A (PTHR45971:SF1)"				
Zm00001eb084130	Pyruvate dehydrogenase E1 component subunit beta			pyruvate dehydrogenase (acetyl-transferring) activity(GO:0004739);oxidoreductase activity(GO:0016491)	pyruvate decarboxylation to acetyl-CoA(GO:0006086)	
Zm00001eb430960	Uncharacterized protein					
Zm00001eb178400	Protein SUPPRESSOR OF MAX2 1	PROTEIN SUPPRESSOR OF MAX2 1 (PTHR43572:SF13)	chaperone(PC00072)	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);protein folding chaperone(GO:0044183)	protein folding(GO:0006457)	nucleus(GO:0005634)
Zm00001eb178940	DUF1262 family protein	OS08G0412800 PROTEIN (PTHR31050:SF3)				
Zm00001eb358000	Protein YIP	PROTEIN YIPF (PTHR12822:SF2)		small GTPase binding(GO:0031267)	vesicle-mediated transport(GO:0016192)	Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794);membrane(GO:0016020)
Zm00001eb427700	Uncharacterized protein					
Zm00001eb066810	RAB6A-GEF complex partner protein 2	RAB6A-GEF COMPLEX PARTNER PROTEIN 2 (PTHR12507:SF3)			"retrograde transport, endosome to Golgi(GO:0042147)"	Golgi membrane(GO:0000139);cytosol(GO:0005829);Ric1-Rgp1 guanyl-nucleotide exchange factor complex(GO:0034066)
Zm00001eb215520	Nucleotide-diphospho-sugar transferase family protein	OS03G0731800 PROTEIN (PTHR46038:SF12)		transferase activity(GO:0016740)		
Zm00001eb057320	Transmembrane protein	OS03G0780200 PROTEIN (PTHR33727:SF8)				
Zm00001eb286970	DUF4228 domain protein	OS05G0385400 PROTEIN (PTHR33052:SF96)				
Zm00001eb411870	Secreted protein					
Zm00001eb287870	UBA domain-containing protein	OS05G0409000 PROTEIN (PTHR35294:SF1)	translation elongation factor(PC00222)			
Zm00001eb397820	Uncharacterized protein	ENT-KAURENOIC ACID OXIDASE 2 (PTHR24286:SF356)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872);ent-kaurenoic acid monooxygenase activity(GO:0051777)"	gibberellin biosynthetic process(GO:0009686);pollen tube development(GO:0048868)	endoplasmic reticulum(GO:0005783);membrane(GO:0016020)
Zm00001eb150910	Peptidase S8_S53 domain-containing protein	SUBTILISIN-LIKE PROTEASE SBT3.9 ISOFORM X1 (PTHR10795:SF695)	serine protease(PC00203)	serine-type endopeptidase activity(GO:0004252);serine-type peptidase activity(GO:0008236)	proteolysis(GO:0006508)	extracellular region(GO:0005576)
Zm00001eb178640	HMA domain-containing protein			metal ion binding(GO:0046872)		
Zm00001eb408280	L-ascorbate peroxidase	"L-ASCORBATE PEROXIDASE S, CHLOROPLASTIC_MITOCHONDRIAL (PTHR31356:SF1)"		peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);L-ascorbate peroxidase activity(GO:0016688);heme binding(GO:0020037);metal ion binding(GO:0046872)	response to reactive oxygen species(GO:0000302);response to oxidative stress(GO:0006979);cellular response to oxidative stress(GO:0034599);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	chloroplast(GO:0009507)
Zm00001eb411060	Pentatricopeptide repeat-containing protein chloroplastic	PENTACOTRIPEPTIDE-REPEAT REGION OF PRORP DOMAIN-CONTAINING PROTEIN (PTHR24015:SF755)		RNA binding(GO:0003723);mRNA binding(GO:0003729)	RNA modification(GO:0009451)	
Zm00001eb422280	ubiquitinyl hydrolase 1			cysteine-type deubiquitinase activity(GO:0004843);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787);K48-linked deubiquitinase activity(GO:1990380)	proteolysis(GO:0006508);protein K48-linked deubiquitination(GO:0071108)	
Zm00001eb431440	Putative MYB DNA-binding domain superfamily protein	PROTEIN LIN-9 HOMOLOG (PTHR21689:SF2)	DNA metabolism protein(PC00009)	DNA binding(GO:0003677)	DNA-templated transcription(GO:0006351);regulation of transcription by RNA polymerase II(GO:0006357);regulation of cell cycle(GO:0051726)	nucleus(GO:0005634);nucleoplasm(GO:0005654);transcription repressor complex(GO:0017053)
Zm00001eb352090	Proline-rich family protein	OS05G0480600 PROTEIN (PTHR31949:SF2)				cortical microtubule(GO:0055028)
Zm00001eb156410	RNA polymerase II transcription mediators	RNA POLYMERASE II TRANSCRIPTION MEDIATORS (PTHR12825:SF1)		SNAP receptor activity(GO:0005484)	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890);endoplasmic reticulum organization(GO:0007029);membrane fusion(GO:0061025)"	endoplasmic reticulum(GO:0005783);SNARE complex(GO:0031201)
Zm00001eb182650	Putative homeobox DNA-binding and leucine zipper domain family protein	HOMEOBOX-LEUCINE ZIPPER PROTEIN HOX7 (PTHR45714:SF21)		"DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);sequence-specific DNA binding(GO:0043565)"	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)
Zm00001eb150640	Uncharacterized protein	SMALL RIBOSOMAL SUBUNIT PROTEIN MS75 (PTHR35476:SF3)				
Zm00001eb357960	ABC transporter G family member 40	ABC TRANSPORTER G FAMILY MEMBER 37 (PTHR19241:SF619)	ATP-binding cassette (ABC) transporter(PC00003)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb411770	OBG-type G domain-containing protein	"GTP-BINDING PROTEIN OBGC, CHLOROPLASTIC (PTHR11702:SF44)"		nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525)		mitochondrion(GO:0005739)
Zm00001eb028240	Enoyl-[acyl-carrier-protein] reductase [NADH] chloroplastic	"ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH], CHLOROPLASTIC (PTHR43159:SF2)"	reductase(PC00198)	enoyl-[acyl-carrier-protein] reductase (NADH) activity(GO:0004318);oxidoreductase activity(GO:0016491)	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633)	
Zm00001eb179100	Flavin-containing monooxygenase	FLAVIN-CONTAINING MONOOXYGENASE (PTHR23023:SF99)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);N,N-dimethylaniline monooxygenase activity(GO:0004499);oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660);NADP binding(GO:0050661)"		
Zm00001eb427750	Eukaryotic translation initiation factor 4G	EUKARYOTIC TRANSLATION INITIATION FACTOR 4G (PTHR23253:SF35)	translation initiation factor(PC00224)	RNA binding(GO:0003723);mRNA binding(GO:0003729);translation initiation factor activity(GO:0003743)	translation(GO:0006412);translational initiation(GO:0006413);regulation of translation(GO:0006417)	eukaryotic translation initiation factor 4F complex(GO:0016281)
Zm00001eb351950	PX domain-containing protein	OS05G0474500 PROTEIN (PTHR46757:SF1)	scaffold/adaptor protein(PC00226)	phospholipid binding(GO:0005543);phosphatidylinositol binding(GO:0035091)	vesicle-mediated transport(GO:0016192)	endosome(GO:0005768);membrane(GO:0016020)
Zm00001eb346590	"Catalytic_ oxidoreductase, acting on NADH or NADPH"	COMPLEX III ASSEMBLY FACTOR LYRM7 (PTHR46749:SF1)	chaperone(PC00072)	protein folding chaperone(GO:0044183)	protein folding(GO:0006457);mitochondrial respiratory chain complex III assembly(GO:0034551)	mitochondrial matrix(GO:0005759)
Zm00001eb085050	"Sec-independent protein translocase protein TATB, chloroplastic"	"SEC-INDEPENDENT PROTEIN TRANSLOCASE PROTEIN TATB, CHLOROPLASTIC (PTHR33162:SF3)"		proton motive force dependent protein transmembrane transporter activity(GO:0009977)	protein transport(GO:0015031);protein transport by the Tat complex(GO:0043953);protein import into chloroplast thylakoid membrane(GO:0045038)	chloroplast thylakoid membrane(GO:0009535);membrane(GO:0016020)
Zm00001eb162340	Fatty acid desaturase domain-containing protein			oxidoreductase activity(GO:0016491)	lipid metabolic process(GO:0006629)	
Zm00001eb201710	ABC1 atypical kinase-like domain-containing protein	AARF DOMAIN CONTAINING KINASE 5 (PTHR43173:SF28)	ATP-binding cassette (ABC) transporter(PC00003)			
Zm00001eb431400	Peroxidase	PEROXIDASE (PTHR31235:SF323)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
Zm00001eb317350	MTD1	OS09G0499000 PROTEIN (PTHR33172:SF34)			response to stress(GO:0006950)	nucleus(GO:0005634)
Zm00001eb003660	Leucine-rich repeat receptor-like protein kinase PXL1	LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE FAMILY PROTEIN-RELATED (PTHR48052:SF36)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	phloem or xylem histogenesis(GO:0010087)	plasma membrane(GO:0005886)
Zm00001eb065410	Regulatory protein NPR3	ZINC TRANSPORTER 7 (PTHR11040:SF41)	secondary carrier transporter(PC00258)	zinc ion transmembrane transporter activity(GO:0005385);metal ion transmembrane transporter activity(GO:0046873)	transition metal ion transport(GO:0000041);monoatomic ion transport(GO:0006811);iron ion transport(GO:0006826);metal ion transport(GO:0030001);transmembrane transport(GO:0055085);zinc ion transmembrane transport(GO:0071577)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb205030	Pentatricopeptide repeat-containing protein mitochondrial	OS02G0226900 PROTEIN (PTHR45613:SF441)				
Zm00001eb397390	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related	AFADIN (PTHR46836:SF8)		transferase activity(GO:0016740)		
Zm00001eb415460	Acyl-CoA-binding protein	"ACYL-COA BINDING PROTEIN 1, ISOFORM A (PTHR23310:SF62)"	transfer/carrier protein(PC00219)	fatty-acyl-CoA binding(GO:0000062);lipid binding(GO:0008289)	fatty acid metabolic process(GO:0006631)	cytosol(GO:0005829)
Zm00001eb066890	Ethylene-responsive transcription factor 7	OS04G0669200 PROTEIN (PTHR31677:SF248)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb151260	Histidine kinase domain-containing protein			"nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein histidine kinase activity(GO:0004673);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);transferase activity, transferring phosphorus-containing groups(GO:0016772);metal ion binding(GO:0046872)"		
Zm00001eb294320	CR-type domain-containing protein	"CHAPERONE PROTEIN DNAJ A6, CHLOROPLASTIC (PTHR43096:SF10)"	chaperone(PC00072)	zinc ion binding(GO:0008270);heat shock protein binding(GO:0031072);metal ion binding(GO:0046872);unfolded protein binding(GO:0051082)	protein folding(GO:0006457);protein refolding(GO:0042026)	cytoplasm(GO:0005737)
Zm00001eb217250	Uncharacterized protein	ATP-DEPENDENT DNA HELICASE (PTHR48299:SF2)				
Zm00001eb093600	TRF-like 10					
Zm00001eb357110	Putative leucine-rich repeat protein kinase family protein	OS08G0117700 PROTEIN (PTHR48010:SF8)		protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301)		membrane(GO:0016020)
Zm00001eb151440	1-acylglycerol-3-phosphate O-acyltransferase	LYSOCARDIOLIPIN ACYLTRANSFERASE 1 (PTHR10983:SF16)	acyltransferase(PC00042)	1-acylglycerol-3-phosphate O-acyltransferase activity(GO:0003841);transferase activity(GO:0016740);acyltransferase activity(GO:0016746)	CDP-diacylglycerol biosynthetic process(GO:0016024)	endomembrane system(GO:0012505)
Zm00001eb156390	Uncharacterized protein	IRON-SULFUR CLUSTER ASSEMBLY PROTEIN (PTHR10093:SF31)	chaperone(PC00072)	"iron ion binding(GO:0005506);ferrous iron binding(GO:0008198);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537)"	intracellular iron ion homeostasis(GO:0006879);iron-sulfur cluster assembly(GO:0016226)	cytoplasm(GO:0005737);mitochondrial matrix(GO:0005759)
