GeneID,GeneSymbol,Family_Subfamily,Protein_Class,GO_MF,GO_BO,GO_CC
Zm00001eb412830,Diacylglycerol kinase;unassigned;PTN008964488;orthologs,DIACYLGLYCEROL KINASE (PTHR11255:SF102),kinase(PC00137),nucleotide binding(GO:0000166);ATP-dependent diacylglycerol kinase activity(GO:0004143);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740),defense response(GO:0006952);signal transduction(GO:0007165);phospholipase C-activating G protein-coupled receptor signaling pathway(GO:0007200);intracellular signal transduction(GO:0035556);glycerolipid metabolic process(GO:0046486),membrane(GO:0016020)
Zm00001eb228330,Rhodanese domain-containing protein;unassigned;PTN009177492;orthologs,"RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 15, CHLOROPLASTIC (PTHR45431:SF3)",,,,
Zm00001eb092950,Uncharacterized protein;ZEAMMB73_Zm00001d004942;;orthologs,,,,,
Zm00001eb433200,1-phosphatidylinositol 4-kinase;100285439;PTN002910052;orthologs,1-PHOSPHATIDYLINOSITOL 4-KINASE (PTHR45800:SF19),nucleotide kinase(PC00172),nucleotide binding(GO:0000166);1-phosphatidylinositol 4-kinase activity(GO:0004430);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740),,
Zm00001eb280530,Uncharacterized protein;103629976;;orthologs,,,,,
Zm00001eb141940,Protein kinase superfamily protein;100193908;PTN002819550;orthologs,SERINE_THREONINE-PROTEIN KINASE PBL27 (PTHR47985:SF4),,"nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);catalytic activity, acting on a protein(GO:0140096)",defense response(GO:0006952);positive regulation of defense response(GO:0031349);innate immune response(GO:0045087);regulation of innate immune response(GO:0045088),plasma membrane(GO:0005886)
Zm00001eb250730,RING_U-box superfamily protein;ZEAMMB73_Zm00001d017615;PTN002734451;orthologs,OS02G0682300 PROTEIN (PTHR45969:SF25),,zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630),protein ubiquitination(GO:0016567),
Zm00001eb273120,Putative homeobox DNA-binding and leucine zipper domain family protein;103629599;PTN002905780;orthologs,HOMEOBOX-LEUCINE ZIPPER PROTEIN HOX18 (PTHR45714:SF78),,"DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);sequence-specific DNA binding(GO:0043565)",regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357),nucleus(GO:0005634)
Zm00001eb187150,Methyltransferase;101027245;PTN002561238;orthologs,METHYLTRANSFERASE (PTHR10108:SF1064),methyltransferase(PC00155),methyltransferase activity(GO:0008168);transferase activity(GO:0016740),methylation(GO:0032259),cytoplasm(GO:0005737);endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020)
Zm00001eb045840,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb127790,U6 snRNA-associated Sm-like protein LSm4;100285873;PTN009070840;orthologs,U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM4 (PTHR23338:SF16),RNA splicing factor(PC00148),,,
Zm00001eb288120,F-box_FBD_LRR-repeat protein;100382330;PTN002836397;orthologs,OS01G0730200 PROTEIN (PTHR31639:SF285),,,,
Zm00001eb161220,Ribosomal RNA apurinic site specific lyase-like;103651566;PTN002843638;orthologs,OS01G0596100 PROTEIN (PTHR32141:SF149),,lyase activity(GO:0016829),,
Zm00001eb038660,AP2_ERF domain-containing protein;103643169;PTN009116874;orthologs,AP2-EREBP TRANSCRIPTION FACTOR (PTHR31241:SF38),,transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700),regulation of DNA-templated transcription(GO:0006355);response to stress(GO:0006950);positive regulation of DNA-templated transcription(GO:0045893),nucleus(GO:0005634)
Zm00001eb257810,Transcription factor bHLH69;ZEAMMB73_Zm00001d018374;PTN002701547;orthologs,BHLH DOMAIN-CONTAINING PROTEIN (PTHR16223:SF298),basic helix-loop-helix transcription factor(PC00055),"RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)",regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);root hair cell development(GO:0080147),nucleus(GO:0005634)
Zm00001eb358580,S-type anion channel SLAH2;103636089;PTN002830939;orthologs,S-TYPE ANION CHANNEL SLAH3 (PTHR31269:SF2),,voltage-gated monoatomic anion channel activity(GO:0008308),monoatomic ion transport(GO:0006811);intracellular monoatomic ion homeostasis(GO:0006873);transmembrane transport(GO:0055085);monoatomic anion transmembrane transport(GO:0098656),plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb011860,U-box domain-containing protein;unassigned;;orthologs,,,ubiquitin-protein transferase activity(GO:0004842);transferase activity(GO:0016740),protein ubiquitination(GO:0016567),
Zm00001eb120410,Coatomer subunit alpha;ZEAMMB73_Zm00001d039411;PTN002716471;orthologs,COATOMER SUBUNIT ALPHA (PTHR19876:SF33),vesicle coat protein(PC00235),structural molecule activity(GO:0005198),"intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890);intra-Golgi vesicle-mediated transport(GO:0006891);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192)",Golgi membrane(GO:0000139);cytoplasm(GO:0005737);membrane coat(GO:0030117);COPI vesicle coat(GO:0030126);COPI-coated vesicle membrane(GO:0030663);cytoplasmic vesicle(GO:0031410)
Zm00001eb003050,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb243010,thioredoxin-dependent peroxiredoxin;100217217;PTN002581049;orthologs,"THIOREDOXIN-DEPENDENT PEROXIDE REDUCTASE, MITOCHONDRIAL (PTHR10681:SF128)",peroxidase(PC00180),peroxidase activity(GO:0004601);thioredoxin peroxidase activity(GO:0008379);antioxidant activity(GO:0016209);oxidoreductase activity(GO:0016491);peroxiredoxin activity(GO:0051920);thioredoxin-dependent peroxiredoxin activity(GO:0140824),response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cell redox homeostasis(GO:0045454);cellular oxidant detoxification(GO:0098869),
Zm00001eb395810,Adenylosuccinate lyase;ZEAMMB73_Zm00001d047603;PTN002880870;orthologs,ADENYLOSUCCINATE LYASE (PTHR43411:SF1),lyase(PC00144),"catalytic activity(GO:0003824);N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity(GO:0004018);lyase activity(GO:0016829)",purine nucleotide metabolic process(GO:0006163);purine nucleotide biosynthetic process(GO:0006164);IMP biosynthetic process(GO:0006188);'de novo' IMP biosynthetic process(GO:0006189);purine ribonucleotide biosynthetic process(GO:0009152);'de novo' AMP biosynthetic process(GO:0044208),
Zm00001eb257650,Zinc finger CCCH domain-containing protein 22;100191995;PTN002935430;orthologs,ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 22 (PTHR47650:SF2),,nucleic acid binding(GO:0003676);DNA binding(GO:0003677);zinc ion binding(GO:0008270);metal ion binding(GO:0046872),,
Zm00001eb333810,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb119420,Transcription repressor;ZEAMMB73_Zm00001d039313;PTN002846726;orthologs,TRANSCRIPTION REPRESSOR OFP8 (PTHR33057:SF17),,,negative regulation of DNA-templated transcription(GO:0045892),nucleus(GO:0005634)
Zm00001eb242990,Pectinesterase inhibitor domain-containing protein;ZEAMMB73_Zm00001d016738;PTN002860010;orthologs,PECTINESTERASE INHIBITOR DOMAIN-CONTAINING PROTEIN (PTHR35357:SF9),,enzyme inhibitor activity(GO:0004857),,
Zm00001eb024790,Uncharacterized protein;Zm00014a_003938;;orthologs,,,,,
"Zm00001eb422440,Zm00001eb123830",Histone H3.2;H3C4;PTN002910510;orthologs,HISTONE H3-LIKE CENTROMERIC PROTEIN A (PTHR45810:SF1),"chromatin/chromatin-binding, or -regulatory protein(PC00077)",DNA binding(GO:0003677);structural constituent of chromatin(GO:0030527);protein heterodimerization activity(GO:0046982),,nucleosome(GO:0000786);nucleus(GO:0005634);chromosome(GO:0005694)
Zm00001eb216210,NADH dehydrogenase [ubiquinone] iron-sulfur protein 1 mitochondrial;100191453;PTN002614318;orthologs,"NADH-UBIQUINONE OXIDOREDUCTASE 75 KDA SUBUNIT, MITOCHONDRIAL (PTHR11615:SF6)",dehydrogenase(PC00092),"NADH dehydrogenase (ubiquinone) activity(GO:0008137);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on NAD(P)H(GO:0016651);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537);4 iron, 4 sulfur cluster binding(GO:0051539)",ATP synthesis coupled electron transport(GO:0042773);proton transmembrane transport(GO:1902600),mitochondrial inner membrane(GO:0005743);membrane(GO:0016020)
Zm00001eb071580,aminoacyl-tRNA hydrolase;unassigned;PTN009194731;orthologs,PEPTIDYL-TRNA HYDROLASE PTRHD1-RELATED (PTHR46194:SF1),,peptidyl-tRNA hydrolase activity(GO:0004045);hydrolase activity(GO:0016787),,
Zm00001eb255980,Remorin family protein;100277761;PTN009121055;orthologs,OS02G0767000 PROTEIN (PTHR31471:SF91),,,,
Zm00001eb123060,LOB transcription factor;ra2;PTN002831363;orthologs,PROTEIN LATERAL ORGAN BOUNDARIES (PTHR31301:SF91),,DNA-binding transcription activator activity(GO:0001216),regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893),nucleus(GO:0005634)
Zm00001eb326670,tRNA_rRNA methyltransferase (SpoU) family protein;100502395;PTN002881419;orthologs,TRNA_RRNA METHYLTRANSFERASE SPOU TYPE DOMAIN-CONTAINING PROTEIN (PTHR43453:SF1),RNA methyltransferase(PC00033),tRNA binding(GO:0000049);RNA binding(GO:0003723);methyltransferase activity(GO:0008168);RNA methyltransferase activity(GO:0008173);transferase activity(GO:0016740),tRNA guanine ribose methylation(GO:0002938);RNA processing(GO:0006396);tRNA processing(GO:0008033);tRNA methylation(GO:0030488);methylation(GO:0032259),
Zm00001eb205970,Chaperone protein dnaJ 6;100273764;PTN002894550;orthologs,CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN-RELATED (PTHR44916:SF1),chaperone(PC00072),,,endoplasmic reticulum(GO:0005783)
Zm00001eb404900,Uncharacterized protein;ZEAMMB73_Zm00001d023226;PTN002861147;orthologs,SUBFAMILY NOT NAMED (PTHR35740:SF2),,,cell division(GO:0051301),nucleus(GO:0005634)
Zm00001eb047300,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb049800,FHA transcription factor;100279282;PTN002761696;orthologs,NUCLEAR INHIBITOR OF PROTEIN PHOSPHATASE 1 (PTHR23308:SF28),RNA splicing factor(PC00148),mRNA binding(GO:0003729),,
Zm00001eb023720,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb026000,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb308740,DNA (cytosine-5)-methyltransferase 1 replication foci domain-containing protein;unassigned;;orthologs,,,,,nucleus(GO:0005634)
Zm00001eb080110,Cytochrome P450 724B1;unassigned;PTN002800938;orthologs,CYTOCHROME P450 724B1 (PTHR24286:SF37),oxygenase(PC00177),"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)",skotomorphogenesis(GO:0009647);brassinosteroid homeostasis(GO:0010268);brassinosteroid biosynthetic process(GO:0016132),membrane(GO:0016020)
Zm00001eb125310,Uncharacterized protein;ZEAMMB73_Zm00001d039988;PTN002837983;orthologs,F1O19.11 PROTEIN (PTHR31722:SF34),,,,
Zm00001eb217150,Uncharacterized protein;unassigned;PTN002863627;orthologs,DPL2-LIKE PROTEIN (PTHR36797:SF2),,metal ion transmembrane transporter activity(GO:0046873),metal ion transport(GO:0030001);transmembrane transport(GO:0055085),membrane(GO:0016020)
Zm00001eb344300,Ketol-acid reductoisomerase;ZEAMMB73_Zm00001d009638;PTN002724850;orthologs,"KETOL-ACID REDUCTOISOMERASE, MITOCHONDRIAL (PTHR21371:SF1)",,magnesium ion binding(GO:0000287);ketol-acid reductoisomerase activity(GO:0004455);oxidoreductase activity(GO:0016491);isomerase activity(GO:0016853);protein homodimerization activity(GO:0042803);metal ion binding(GO:0046872);NADPH binding(GO:0070402),amino acid biosynthetic process(GO:0008652);branched-chain amino acid biosynthetic process(GO:0009082);isoleucine biosynthetic process(GO:0009097);L-valine biosynthetic process(GO:0009099),chloroplast(GO:0009507)
"Zm00001eb402790,Zm00001eb003180",60S ribosomal protein L23;100194224;PTN002622371;orthologs,OS03G0139100 PROTEIN (PTHR11761:SF42),ribosomal protein(PC00202),structural constituent of ribosome(GO:0003735);large ribosomal subunit rRNA binding(GO:0070180),translation(GO:0006412),ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625);ribonucleoprotein complex(GO:1990904)
Zm00001eb312690,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb328540,Low temperature viability protein;100275484;PTN002726822;orthologs,LOW TEMPERATURE VIABILITY PROTEIN (PTHR21531:SF1),,,ribosomal small subunit export from nucleus(GO:0000056);ribosomal small subunit biogenesis(GO:0042274),"nucleus(GO:0005634);cytosol(GO:0005829);preribosome, small subunit precursor(GO:0030688)"
Zm00001eb077700,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb033220,Apple domain-containing protein;unassigned;;orthologs,,,protein serine/threonine kinase activity(GO:0004674),response to other organism(GO:0051707),membrane(GO:0016020)
Zm00001eb015510,P-type ATPase C-terminal domain-containing protein;unassigned;;orthologs,,,metal ion binding(GO:0046872),,membrane(GO:0016020)
Zm00001eb008500,TPX2 C-terminal domain-containing protein;100279890;PTN002682655;orthologs,TPX2 (TARGETING PROTEIN FOR XKLP2) PROTEIN FAMILY (PTHR14326:SF58),non-motor microtubule binding protein(PC00166),microtubule binding(GO:0008017);protein serine/threonine kinase activator activity(GO:0043539),regulation of mitotic spindle organization(GO:0060236);mitotic spindle assembly(GO:0090307),spindle(GO:0005819);cytoskeleton(GO:0005856);microtubule(GO:0005874);nuclear microtubule(GO:0005880)
Zm00001eb108660,(Z)-3-hexen-1-ol acetyltransferase;ZEAMMB73_Zm00001d006795;PTN002836527;orthologs,OS05G0141300 PROTEIN (PTHR31642:SF127),acetyltransferase(PC00038),"transferase activity(GO:0016740);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)",,
Zm00001eb150380,Las1-like family protein;ZEAMMB73_Zm00001d043155;PTN002687458;orthologs,RIBOSOMAL BIOGENESIS PROTEIN LAS1L (PTHR15002:SF0),,endonuclease activity(GO:0004519),maturation of 5.8S rRNA(GO:0000460);maturation of LSU-rRNA(GO:0000470);rRNA processing(GO:0006364),nucleus(GO:0005634);Las1 complex(GO:0090730)
Zm00001eb307240,SH3 domain-containing protein;unassigned;PTN008488939;orthologs,SH3 DOMAIN-CONTAINING PROTEIN (PTHR48151:SF3),scaffold/adaptor protein(PC00226),,,
Zm00001eb053060,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb094930,Uncharacterized protein;ZEAMMB73_Zm00001d005178;PTN002851579;orthologs,SOLUTE CARRIER FAMILY 35 MEMBER A4 (PTHR33528:SF14),,,,
Zm00001eb336760,Phospholipase D;100280155;PTN002706298;orthologs,PHOSPHOLIPASE D ALPHA 1 (PTHR18896:SF115),phospholipase(PC00186),catalytic activity(GO:0003824);phospholipase D activity(GO:0004630);calcium ion binding(GO:0005509);hydrolase activity(GO:0016787);metal ion binding(GO:0046872),lipid metabolic process(GO:0006629);phospholipid catabolic process(GO:0009395);lipid catabolic process(GO:0016042);phosphatidylcholine metabolic process(GO:0046470),plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb038620,Glutaredoxin-C5 chloroplastic;ZEAMMB73_Zm00001d031856;PTN002904681;orthologs,GLUTAREDOXIN-1-RELATED (PTHR45694:SF18),oxidoreductase(PC00176),glutathione disulfide oxidoreductase activity(GO:0015038),cellular response to oxidative stress(GO:0034599),cytoplasm(GO:0005737)
Zm00001eb332870,Flavin-containing monooxygenase;100282971;PTN002882549;orthologs,OS01G0273800 PROTEIN (PTHR43539:SF42),oxygenase(PC00177),"monooxygenase activity(GO:0004497);N,N-dimethylaniline monooxygenase activity(GO:0004499);oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660);NADP binding(GO:0050661);indole-3-pyruvate monooxygenase activity(GO:0103075)",,
Zm00001eb361220,Protein kinase domain-containing protein;unassigned;PTN008985289;orthologs,CASEIN KINASE 1-LIKE PROTEIN 1 (PTHR11909:SF452),non-receptor serine/threonine protein kinase(PC00167),nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740),endocytosis(GO:0006897);signal transduction(GO:0007165),nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb430500,Transmembrane protein;100274956;PTN002863598;orthologs,TRANSMEMBRANE PROTEIN (PTHR36787:SF1),,,,
Zm00001eb283520,IQ-domain 25;103630108;PTN002844821;orthologs,OS05G0187500 PROTEIN (PTHR32295:SF262),,calmodulin binding(GO:0005516),,
Zm00001eb318370,SAP domain-containing protein;100274675;PTN002862665;orthologs,OS09G0514700 PROTEIN (PTHR36376:SF1),,,,
Zm00001eb076290,DNA-directed RNA polymerase III subunit RPC9;unassigned;PTN002694524;orthologs,DNA-DIRECTED RNA POLYMERASE III SUBUNIT RPC9 (PTHR15561:SF0),G-protein coupled receptor(PC00021),nucleotide binding(GO:0000166),DNA-templated transcription initiation(GO:0006352);transcription initiation at RNA polymerase III promoter(GO:0006384),DNA-directed RNA polymerase complex(GO:0000428);nucleus(GO:0005634);RNA polymerase III complex(GO:0005666);RNA polymerase complex(GO:0030880)
Zm00001eb000620,Phosphoglucan phosphatase DSP4 chloroplastic;100216768;PTN002927733;orthologs,"PHOSPHOGLUCAN PHOSPHATASE DSP4, CHLOROPLASTIC (PTHR46642:SF3)",protein phosphatase(PC00195),phosphoprotein phosphatase activity(GO:0004721);hydrolase activity(GO:0016787);carbohydrate phosphatase activity(GO:0019203);polysaccharide binding(GO:0030247);amylopectin binding(GO:2001066);starch binding(GO:2001070),starch metabolic process(GO:0005982);starch catabolic process(GO:0005983);glucan metabolic process(GO:0044042),chloroplast(GO:0009507);plastid(GO:0009536)
Zm00001eb166430,Mitochondrial uncoupling protein 1;unassigned;;orthologs,,,,,membrane(GO:0016020)
Zm00001eb264340,PORR domain-containing protein;unassigned;;orthologs,,,RNA binding(GO:0003723),,
Zm00001eb401550,EMB514;100277882;PTN002850717;orthologs,PROTEIN EMBRYO DEFECTIVE 514 (PTHR33415:SF12),,,chloroplast organization(GO:0009658);nucleologenesis(GO:0017126);chloroplast rRNA processing(GO:1901259),nucleus(GO:0005634);chloroplast(GO:0009507)
