#node	identifier	domain_summary_url	annotation	other_names_and_aliases
A0A1D6MSE1	4577.A0A1D6MSE1	Polyketide cyclase/dehydrase and lipid transport superfamily protein.	http://smart.embl.de/smart/DDvec.cgi?smart=120:	100282056,A0A1D6MSE1,A0A1D6MSE1_MAIZE,Cyclase/dehydrase,NP_001148441,ZEAMMB73_Zm00001d040720,zma:100282056
A0A1D6MSE3	4577.A0A1D6MSE3	Dihydrolipoyl dehydrogenase.	https://smart.embl.de/smart/DDvec.cgi?smart=503:Pfam_FAD_binding_2(41|81)+Pfam_Pyr_redox_3(163|349)+Pfam_Pyr_redox_dim(384|493)+	1.8.1.4,103650140,A0A1D6MSE3,A0A1D6MSE3_MAIZE,Dihydrolipoamide dehydrogenase,Dihydrolipoyl dehydrogenase,Dihydrolipoyl dehydrogenase 1, mitochondrial,EC 1.8.1.4,XM_008675787.1,XP_008674009,XP_008674009.1,ZEAMMB73_Zm00001d040721,zma:103650140
A0A1D6MSE6	4577.A0A1D6MSE6	Beta 1, 3 galactosyltransferase.	https://smart.embl.de/smart/DDvec.cgi?smart=592:SIGNAL(1|25)+Gal-bind_lectin(129|317)+Pfam_Galactosyl_T(358|548)+	100284618,2.4.1.-,A0A1D6MSE6,A0A1D6MSE6_MAIZE,Beta 1, 3 galactosyltransferase,Beta 1, 3 galactosyltransferase precursor,EC 2.4.1.-,Hydroxyproline O-galactosyltransferase 2/3/4/5/6,NP_001150985,ZEAMMB73_Zm00001d040724,zma:100284618
A0A1D6MSE9	4577.A0A1D6MSE9	Polygalacturonase.	https://smart.embl.de/smart/DDvec.cgi?smart=502:TRANS(19|41)+PbH1(243|292)+PbH1(293|314)+PbH1(316|336)+PbH1(346|367)+PbH1(375|396)+	100194076,A0A1D6MSE9,A0A1D6MSE9_MAIZE,NP_001132604,Polygalacturonase,Si606033c11(363),Uncharacterized LOC100194076,ZEAMMB73_Zm00001d040725,zma:100194076
A0A1D6MSG1	4577.A0A1D6MSG1	Alpha-L-fucosidase 2.	https://smart.embl.de/smart/DDvec.cgi?smart=381:SIGNAL(1|34)+Pfam_Lipase_GDSL(52|363)+	100285863,A0A1D6MSG1,A0A1D6MSG1_MAIZE,Alpha-L-fucosidase 2,Alpha-L-fucosidase 2 precursor,NM_001158753.2,NP_001152225,NP_001152225.2,ZEAMMB73_Zm00001d040731,zma:100285863
A0A1D6MSG9	4577.A0A1D6MSG9	Gibberellin 2-oxidase5; Belongs to the iron/ascorbate-dependent oxidoreductase family.	https://smart.embl.de/smart/DDvec.cgi?smart=349:Pfam_DIOX_N(22|116)+Pfam_2OG-FeII_Oxy(176|287)+	1.14.11.13,103651969,A0A1D6MSG9,A0A1D6MSG9_MAIZE,EC 1.14.11.13,Gibberellin 2-beta-dioxygenase 6,Gibberellin 2-oxidase5,Gibberellin 2beta-dioxygenase,XM_008677633.1,XP_008675855,XP_008675855.1,ZEAMMB73_Zm00001d040737,zma:103651969
A0A1D6MSI2	4577.A0A1D6MSI2	Os01g23380-like protein; Belongs to the disease resistance NB-LRR family.	https://smart.embl.de/smart/DDvec.cgi?smart=786:AAA(190|327)+	100382486,A0A1D6MSI2,A0A1D6MSI2_MAIZE,NP_001168696,Os01g23380-like protein,Uncharacterized protein LOC100382486,ZEAMMB73_Zm00001d040743,zma:100382486
A0A1D6MSI4	4577.A0A1D6MSI4	DUF4220 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=748:TRANS(12|34)+TRANS(44|66)+Pfam_DUF4220(104|487)+Pfam_DUF594(681|735)+	103651970,A0A1D6MSI4,A0A1D6MSI4_MAIZE,DUF4220 domain-containing protein,Uncharacterized protein LOC103651970,XP_020406377,ZEAMMB73_Zm00001d040745,zma:103651970
A0A1D6MSS7	4577.A0A1D6MSS7	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=66:	A0A1D6MSS7,A0A1D6MSS7_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d040751
A0A1D6MST0	4577.A0A1D6MST0	Exocyst subunit Exo70 family protein; Component of the exocyst complex.	https://smart.embl.de/smart/DDvec.cgi?smart=699:Pfam_Exo70(341|695)+	103651972,A0A1D6MST0,A0A1D6MST0_MAIZE,Exocyst complex component EXO70A1,Exocyst subunit Exo70 family protein,XP_020406485,ZEAMMB73_Zm00001d040755,zma:103651972
A0A1D6MSU2	4577.A0A1D6MSU2	Cytochrome P450 709B2; Belongs to the cytochrome P450 family.	https://smart.embl.de/smart/DDvec.cgi?smart=523:TRANS(7|29)+Pfam_p450(81|514)+	103650157,A0A1D6MSU2,A0A1D6MSU2_MAIZE,Cytochrome P450 709B2,Cytochrome P450 family 709,XM_008675805.1,XP_008674027,XP_008674027.1,ZEAMMB73_Zm00001d040764,zma:103650157
A0A1D6MSU7	4577.A0A1D6MSU7	Ribosome biogenesis protein BOP1 homolog; Required for maturation of ribosomal RNAs and formation of the large ribosomal subunit; Belongs to the WD repeat BOP1/ERB1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=737:BOP1NT(79|335)+WD40(335|374)+WD40(377|416)+WD40(599|638)+WD40(642|681)+WD40(693|736)+	A0A1D6MSU7,A0A1D6MSU7_MAIZE,Ribosome biogenesis protein BOP1 homolog,ZEAMMB73_Zm00001d040768
A0A1D6MSW1	4577.A0A1D6MSW1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=262:Pfam_DUF761(234|256)+	100216952,A0A1D6MSW1,A0A1D6MSW1_MAIZE,NP_001136806,Uncharacterized protein,Uncharacterized protein LOC100216952,ZEAMMB73_Zm00001d040771,zma:100216952
A0A1D6MSW2	4577.A0A1D6MSW2	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=144:TRANS(87|109)+	A0A1D6MSW2,A0A1D6MSW2_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d040772
A0A1D6MSW3	4577.A0A1D6MSW3	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=149:TRANS(92|114)+	A0A1D6MSW3,A0A1D6MSW3_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d040773
A0A1D6MSW5	4577.A0A1D6MSW5	GATA transcription factor 16.	http://smart.embl.de/smart/DDvec.cgi?smart=147:	100273183,A0A1D6MSW5,A0A1D6MSW5_MAIZE,GATA transcription factor 16,ZEAMMB73_Zm00001d040775
A0A1D6MSX9	4577.A0A1D6MSX9	Glycine-rich domain-containing protein 1.	https://smart.embl.de/smart/DDvec.cgi?smart=751:Pfam_GRDP-like(86|231)+	100192913,A0A1D6MSX9,A0A1D6MSX9_MAIZE,Glycine-rich domain-containing protein 1,XP_020405049,ZEAMMB73_Zm00001d040784,zma:100192913
A0A1D6MSZ0	4577.A0A1D6MSZ0	Abscisic stress-ripening protein 1.	https://smart.embl.de/smart/DDvec.cgi?smart=102:Pfam_ABA_WDS(20|97)+	103651982,A0A1D6MSZ0,A0A1D6MSZ0_MAIZE,Abscisic stress-ripening protein 1,Abscisic stress-ripening protein 2,XM_008677645.1,XP_008675867,XP_008675867.1,ZEAMMB73_Zm00001d040785,zma:103651982
A0A1D6MSZ1	4577.A0A1D6MSZ1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=106:Pfam_ABA_WDS(20|67)+	A0A1D6MSZ1,A0A1D6MSZ1_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d040786
A0A1D6MSZ2	4577.A0A1D6MSZ2	Abscisic stress-ripening protein 1.	https://smart.embl.de/smart/DDvec.cgi?smart=102:Pfam_ABA_WDS(20|97)+	103650164,A0A1D6MSZ2,A0A1D6MSZ2_MAIZE,Abscisic stress-ripening protein 1,Abscisic stress-ripening protein 2,XM_008675808.1,XP_008674030,XP_008674030.1,ZEAMMB73_Zm00001d040787,zma:103650164
A0A1D6MSZ3	4577.A0A1D6MSZ3	Exocyst complex component; Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane.	https://smart.embl.de/smart/DDvec.cgi?smart=810:Pfam_Sec15(465|774)+	100285371,A0A1D6MSZ3,A0A1D6MSZ3_MAIZE,Exocyst complex component,Exocyst complex component 6,NP_001151736,ZEAMMB73_Zm00001d040788,zma:100285371
A0A1D6MT04	4577.A0A1D6MT04	Chaperone DnaJ-domain superfamily protein.	http://smart.embl.de/smart/DDvec.cgi?smart=919:	103650168,A0A1D6MT04,A0A1D6MT04_MAIZE,Auxilin-related protein 1 isoform X1,Chaperone DnaJ-domain superfamily protein,XP_008674031,ZEAMMB73_Zm00001d040795,zma:103650168
A0A1D6MT09	4577.A0A1D6MT09	Thiamin diphosphokinase1.	https://smart.embl.de/smart/DDvec.cgi?smart=197:Pfam_TPK_catalytic(1|107)+TPK_B1_binding(121|187)+	100285737,2.7.6.2,A0A1D6MT09,A0A1D6MT09_MAIZE,EC 2.7.6.2,NP_001152100,Thiamin diphosphokinase1,Thiamin pyrophosphokinase 1,Thiamine pyrophosphokinase,ZEAMMB73_Zm00001d040798,zma:100285737
A0A1D6MT10	4577.A0A1D6MT10	Pollen-specific leucine-rich repeat extensin-like protein 1.	https://smart.embl.de/smart/DDvec.cgi?smart=452:SIGNAL(1|23)+Pfam_LRRNT_2(67|104)+	109945017,A0A1D6MT10,A0A1D6MT10_MAIZE,XP_020406382,ZEAMMB73_Zm00001d040802,zma:109945017
A0A1D6MT12	4577.A0A1D6MT12	Protein LOW PSII ACCUMULATION 1 chloroplastic.	https://smart.embl.de/smart/DDvec.cgi?smart=457:TRANS(15|37)+Pfam_TPR_2(73|106)+Pfam_DUF3493(180|258)+	100275611,A0A1D6MT12,A0A1D6MT12_MAIZE,NP_001307129,Protein LOW PSII ACCUMULATION 1 chloroplastic,Uncharacterized LOC100275611,ZEAMMB73_Zm00001d040804,zma:100275611
A0A1D6MT51	4577.A0A1D6MT51	Acyltransferase-like protein chloroplastic.	https://smart.embl.de/smart/DDvec.cgi?smart=638:Pfam_Hydrolase_4(134|274)+PlsC(388|512)+	A0A1D6MT51,A0A1D6MT51_MAIZE,Acyltransferase-like protein chloroplastic,ZEAMMB73_Zm00001d040820
A0A1D6MT54	4577.A0A1D6MT54	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=146:SIGNAL(1|28)+TRANS(115|132)+	A0A1D6MT54,A0A1D6MT54_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d040826
A0A1D6MT91	4577.A0A1D6MT91	ISWI chromatin-remodeling complex ATPase CHR11.	https://smart.embl.de/smart/DDvec.cgi?smart=1120:DEXDc(226|418)+HELICc(561|645)+Pfam_HAND(791|858)+SANT(877|926)+SANT(978|1040)+	103650180,3.6.4.-,A0A1D6MT91,A0A1D6MT91_MAIZE,EC 3.6.4.-,ISWI chromatin-remodeling complex ATPase CHR11,XP_008674039,ZEAMMB73_Zm00001d040831,zma:103650180
A0A1D6MTB6	4577.A0A1D6MTB6	26S proteasome non-ATPase regulatory subunit 4-like protein.	https://smart.embl.de/smart/DDvec.cgi?smart=199:UIM(125|144)+	A0A1D6MTB6,A0A1D6MTB6_MAIZE,ZEAMMB73_Zm00001d040834
A0A1D6MTB8	4577.A0A1D6MTB8	Glutaredoxin-C13.	https://smart.embl.de/smart/DDvec.cgi?smart=103:Pfam_Glutaredoxin(13|76)+	103650186,A0A1D6MTB8,A0A1D6MTB8_MAIZE,Glutaredoxin 3,Glutaredoxin-C1,Glutaredoxin-C13,XM_008675824.1,XP_008674046,XP_008674046.1,ZEAMMB73_Zm00001d040836,zma:103650186
A0A1D6MTB9	4577.A0A1D6MTB9	Glutaredoxin-C13.	https://smart.embl.de/smart/DDvec.cgi?smart=103:Pfam_Glutaredoxin(13|76)+	103650187,A0A1D6MTB9,A0A1D6MTB9_MAIZE,Glutaredoxin 3,Glutaredoxin-C1,Glutaredoxin-C13,XM_008675825.1,XP_008674047,XP_008674047.1,ZEAMMB73_Zm00001d040837,zma:103650187
A0A1D6MTC1	4577.A0A1D6MTC1	Heavy metal transport/detoxification superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=334:Pfam_HMA(257|314)+	103650190,A0A1D6MTC1,A0A1D6MTC1_MAIZE,Protein SODIUM POTASSIUM ROOT DEFECTIVE 1,XM_008675827.1,XP_008674049,XP_008674049.1,ZEAMMB73_Zm00001d040839,zma:103650190
A0A1D6MTC6	4577.A0A1D6MTC6	DNAJ heat shock N-terminal domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=936:DnaJ(65|122)+Pfam_DUF3444(403|610)+Pfam_DUF3444(709|911)+	103650196,A0A1D6MTC6,A0A1D6MTC6_MAIZE,NM_001347051.1,NP_001333980,NP_001333980.1,Uncharacterized protein LOC103650196,XM_008675832.1,XP_008674054.1,ZEAMMB73_Zm00001d040846,zma:103650196
A0A1D6MTE2	4577.A0A1D6MTE2	Piezo-type mechanosensitive ion channel-like protein.	https://smart.embl.de/smart/DDvec.cgi?smart=2597:TRANS(29|51)+TRANS(114|136)+TRANS(148|170)+TRANS(201|223)+TRANS(244|266)+TRANS(270|292)+TRANS(304|326)+TRANS(406|428)+TRANS(430|452)+TRANS(467|489)+TRANS(502|524)+TRANS(590|609)+TRANS(749|771)+TRANS(775|794)+TRANS(807|829)+TRANS(849|866)+TRANS(901|923)+TRANS(1159|1181)+TRANS(1194|1213)+TRANS(1330|1352)+TRANS(1373|1392)+TRANS(1422|1444)+TRANS(1745|1767)+TRANS(1771|1793)+TRANS(2054|2076)+TRANS(2096|2118)+TRANS(2125|2144)+TRANS(2154|2176)+Pfam_Piezo_RRas_bdg(2206|2596)+	103652011,A0A1D6MTE2,A0A1D6MTE2_MAIZE,XP_020405820,ZEAMMB73_Zm00001d040864,zma:103652011
A0A1D6MTG2	4577.A0A1D6MTG2	PPM-type phosphatase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=472:PP2Cc(76|340)+	A0A1D6MTG2,A0A1D6MTG2_MAIZE,PPM-type phosphatase domain-containing protein,ZEAMMB73_Zm00001d040883
A0A1D6MTI5	4577.A0A1D6MTI5	tRNA (guanine(37)-N1)-methyltransferase; Specifically methylates the N1 position of guanosine-37 in various cytoplasmic and mitochondrial tRNAs. Methylation is not dependent on the nature of the nucleoside 5' of the target nucleoside. This is the first step in the biosynthesis of wybutosine (yW), a modified base adjacent to the anticodon of tRNAs and required for accurate decoding; Belongs to the TRM5 / TYW2 family.	https://smart.embl.de/smart/DDvec.cgi?smart=653:Pfam_Met_10(298|396)+Pfam_Met_10(445|590)+	100273034,2.1.1.228,A0A1D6MTI5,A0A1D6MTI5_MAIZE,M1G-methyltransferase,NP_001140955,Uncharacterized LOC100273034,ZEAMMB73_Zm00001d040920,tRNA (guanine(37)-N1)-methyltransferase,tRNA [GM37] methyltransferase,tRNA methyltransferase 5 homolog,zma:100273034
A0A1D6MTM7	4577.A0A1D6MTM7	Putative respiratory burst oxidase homolog protein H.	https://smart.embl.de/smart/DDvec.cgi?smart=842:Pfam_NADPH_Ox(52|152)+TRANS(294|313)+Pfam_Ferric_reduct(332|489)+Pfam_FAD_binding_8(530|654)+Pfam_NAD_binding_6(660|825)+	103650368,A0A1D6MTM7,A0A1D6MTM7_MAIZE,XP_008674176,ZEAMMB73_Zm00001d040974,zma:103650368
A0A1D6MTN3	4577.A0A1D6MTN3	Putative LRR receptor-like serine/threonine-protein kinase.	http://smart.embl.de/smart/DDvec.cgi?smart=253:	A0A1D6MTN3,A0A1D6MTN3_MAIZE,ZEAMMB73_Zm00001d040977
A0A1D6MTN4	4577.A0A1D6MTN4	Methylsterol monooxygenase 1-2; Belongs to the sterol desaturase family.	https://smart.embl.de/smart/DDvec.cgi?smart=218:TRANS(36|58)+TRANS(87|109)+Pfam_FA_hydroxylase(130|218)+	1.14.18.10,100217119,A0A1D6MTN4,A0A1D6MTN4_MAIZE,EC 1.14.18.10,Methylsterol monooxygenase 1-2,NP_001136959,Uncharacterized protein LOC100217119,ZEAMMB73_Zm00001d040979,zma:100217119
A0A1D6MTN5	4577.A0A1D6MTN5	DNA polymerase V family.	http://smart.embl.de/smart/DDvec.cgi?smart=130:	103650372,A0A1D6MTN5,A0A1D6MTN5_MAIZE,DNA polymerase V family,Uncharacterized protein LOC103650372 isoform X2,XM_008675956.1,XP_008674178,XP_008674178.1,ZEAMMB73_Zm00001d040980,zma:103650372
A0A1D6MTN7	4577.A0A1D6MTN7	Alpha/beta-Hydrolases superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=746:TRANS(152|174)+Pfam_Abhydro_lipase(301|356)+TRANS(514|536)+	100193803,A0A1D6MTN7,A0A1D6MTN7_MAIZE,Alpha/beta-Hydrolases superfamily protein,NP_001297387,Uncharacterized protein LOC100193803,ZEAMMB73_Zm00001d040981,zma:100193803
A0A1D6MTQ3	4577.A0A1D6MTQ3	Calcium-dependent protein kinase 1.	https://smart.embl.de/smart/DDvec.cgi?smart=609:S_TKc(145|403)+EFh(450|478)+EFh(486|514)+EFh(522|550)+EFh(556|584)+	103650380,2.7.11.1,A0A1D6MTQ3,A0A1D6MTQ3_MAIZE,Calcium-dependent protein kinase,Calcium-dependent protein kinase 1,Calcium-dependent protein kinase 27,EC 2.7.11.1,XM_008675961.1,XP_008674183,XP_008674183.1,ZEAMMB73_Zm00001d040996,zma:103650380
A0A1D6MTQ6	4577.A0A1D6MTQ6	Legumin-like protein.	https://smart.embl.de/smart/DDvec.cgi?smart=354:Cupin_1(15|155)+Cupin_1(193|337)+	A0A1D6MTQ6,A0A1D6MTQ6_MAIZE,Legumin-like protein,ZEAMMB73_Zm00001d040997
A0A1D6MTQ8	4577.A0A1D6MTQ8	Lysine histidine transporter-like 8.	https://smart.embl.de/smart/DDvec.cgi?smart=464:Pfam_Aa_trans(84|304)+Pfam_Aa_trans(314|453)+	A0A1D6MTQ8,A0A1D6MTQ8_MAIZE,Lysine histidine transporter-like 8,ZEAMMB73_Zm00001d041004
A0A1D6MTR0	4577.A0A1D6MTR0	Histone-lysine N-methyltransferase H3 lysine-9 specific SUVH3.	https://smart.embl.de/smart/DDvec.cgi?smart=699:SRA(230|388)+Pfam_Pre-SET(416|518)+SET(526|671)+	103650383,A0A1D6MTR0,A0A1D6MTR0_MAIZE,XM_008675966.1,XP_008674188.1,XP_020406410,ZEAMMB73_Zm00001d041005,zma:103650383
A0A1D6MTR1	4577.A0A1D6MTR1	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=291:	103650384,A0A1D6MTR1,A0A1D6MTR1_MAIZE,Uncharacterized protein,Uncharacterized protein LOC103650384,XM_008675967.1,XP_008674189,XP_008674189.1,ZEAMMB73_Zm00001d041006,zma:103650384
A0A1D6MTR7	4577.A0A1D6MTR7	Major facilitator superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=550:Pfam_Nodulin-like(21|115)+Pfam_Nodulin-like(116|223)+TRANS(287|309)+TRANS(368|387)+TRANS(392|414)+TRANS(426|448)+TRANS(479|498)+	A0A1D6MTR7,A0A1D6MTR7_MAIZE,Major facilitator superfamily protein,ZEAMMB73_Zm00001d041025
A0A1D6MTS2	4577.A0A1D6MTS2	Ubiquitin carboxyl-terminal hydrolase 13; Belongs to the peptidase C19 family.	https://smart.embl.de/smart/DDvec.cgi?smart=1139:MATH(100|204)+Pfam_UCH_1(243|520)+Pfam_USP7_ICP0_bdg(668|920)+Pfam_USP7_C2(929|1129)+	100194235,3.4.19.12,A0A1D6MTS2,A0A1D6MTS2_MAIZE,EC 3.4.19.12,Ubiquitin carboxyl-terminal hydrolase 13,Ubiquitin carboxyl-terminal hydrolase 7,Uncharacterized LOC100194235 isoform X2,XP_008672209,ZEAMMB73_Zm00001d041035,zma:100194235
A0A1D6MTS6	4577.A0A1D6MTS6	Protein RETICULATA-RELATED 3 chloroplastic.	https://smart.embl.de/smart/DDvec.cgi?smart=344:Pfam_RETICULATA-like(123|272)+	A0A1D6MTS6,A0A1D6MTS6_MAIZE,Protein RETICULATA-RELATED 3 chloroplastic,ZEAMMB73_Zm00001d041036
A0A1D6MTS9	4577.A0A1D6MTS9	Protein TIFY 10B.	https://smart.embl.de/smart/DDvec.cgi?smart=206:TIFY(62|97)+Pfam_CCT_2(101|124)+	A0A1D6MTS9,A0A1D6MTS9_MAIZE,Protein TIFY 10B,ZEAMMB73_Zm00001d041045
A0A1D6MTT5	4577.A0A1D6MTT5	DECUSSATE protein.	https://smart.embl.de/smart/DDvec.cgi?smart=393:Pfam_GLTSCR1(169|284)+	100276166,A0A1D6MTT5,A0A1D6MTT5_MAIZE,DECUSSATE protein,NP_001143489,Uncharacterized protein LOC100276166,ZEAMMB73_Zm00001d041052,zma:100276166
A0A1D6MTT7	4577.A0A1D6MTT7	RING finger protein.	http://smart.embl.de/smart/DDvec.cgi?smart=238:	103650405,A0A1D6MTT7,A0A1D6MTT7_MAIZE,Protein LAX PANICLE 2,RING finger protein,XP_008674197,ZEAMMB73_Zm00001d041055,zma:103650405
A0A1D6MTV6	4577.A0A1D6MTV6	Auxin response factor; Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs).	https://smart.embl.de/smart/DDvec.cgi?smart=844:B3(137|239)+Pfam_Auxin_resp(263|345)+Pfam_AUX_IAA(756|806)+	100273544,A0A1D6MTV6,A0A1D6MTV6_MAIZE,Auxin response factor,NP_001307013,Uncharacterized protein LOC100273544,ZEAMMB73_Zm00001d041056,zma:100273544
A0A1D6MTW2	4577.A0A1D6MTW2	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=60:	A0A1D6MTW2,A0A1D6MTW2_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d041059
A0A1D6MTW3	4577.A0A1D6MTW3	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=104:TRANS(60|82)+	A0A1D6MTW3,A0A1D6MTW3_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d041062
A0A1D6MTW4	4577.A0A1D6MTW4	Serine/threonine-protein kinase KIPK.	https://smart.embl.de/smart/DDvec.cgi?smart=790:S_TKc(409|741)+	103650408,A0A1D6MTW4,A0A1D6MTW4_MAIZE,Serine/threonine-protein kinase D6PKL1,Serine/threonine-protein kinase KIPK,XM_008675976.1,XP_008674198,XP_008674198.1,ZEAMMB73_Zm00001d041063,zma:103650408
A0A1D6MTW7	4577.A0A1D6MTW7	Nuclear pore complex protein NUP1.	http://smart.embl.de/smart/DDvec.cgi?smart=1034:	100272797,A0A1D6MTW7,A0A1D6MTW7_MAIZE,NP_001140722,Nuclear pore complex protein NUP1,Uncharacterized protein LOC100272797,XM_008674151.1,XP_008672373.1,ZEAMMB73_Zm00001d041064,zma:100272797
A0A1D6MTW8	4577.A0A1D6MTW8	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=75:	A0A1D6MTW8,A0A1D6MTW8_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d041065
A0A1D6MTX8	4577.A0A1D6MTX8	RNA polymerase II elongation factor ELL3 isoform 1.	https://smart.embl.de/smart/DDvec.cgi?smart=176:TRANS(54|76)+TRANS(91|113)+	103650413,A0A1D6MTX8,A0A1D6MTX8_MAIZE,Uncharacterized protein LOC103650413,XP_008674211,ZEAMMB73_Zm00001d041075,zma:103650413
A0A1D6MTY2	4577.A0A1D6MTY2	Kaurene synthase4; Belongs to the terpene synthase family.	https://smart.embl.de/smart/DDvec.cgi?smart=800:Pfam_Terpene_synth(224|421)+Pfam_Terpene_synth_C(463|727)+	100279558,4.2.3.19,A0A1D6MTY2,A0A1D6MTY2_MAIZE,EC 4.2.3.19,Ent-kaurene synthase,Kaurene synthase4,NP_001146027,Uncharacterized LOC100279558,ZEAMMB73_Zm00001d041082,zma:100279558
A0A1D6MTY9	4577.A0A1D6MTY9	P-loop containing nucleoside triphosphate hydrolase superfamily protein; Belongs to the AAA ATPase family.	https://smart.embl.de/smart/DDvec.cgi?smart=678:AAA(433|569)+Pfam_Vps4_C(628|674)+	100193153,3.6.4.-,A0A1D6MTY9,A0A1D6MTY9_MAIZE,EC 3.6.4.-,Fidgetin-like protein 1,NP_001345587,Uncharacterized LOC100193153,ZEAMMB73_Zm00001d041083,zma:100193153
A0A1D6MU20	4577.A0A1D6MU20	Protein SRG1; Belongs to the iron/ascorbate-dependent oxidoreductase family.	https://smart.embl.de/smart/DDvec.cgi?smart=357:Pfam_DIOX_N(56|166)+Pfam_2OG-FeII_Oxy(208|309)+	103652111,A0A1D6MU20,A0A1D6MU20_MAIZE,Protein SRG1,S-norcoclaurine synthase 1,XP_020406417,ZEAMMB73_Zm00001d041086,zma:103652111
A0A1D6MU25	4577.A0A1D6MU25	WEB family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=649:Pfam_WEMBL(21|574)+	100501212,A0A1D6MU25,A0A1D6MU25_MAIZE,NP_001182923,WEB family protein,ZEAMMB73_Zm00001d041088,zma:100501212
A0A1D6MU28	4577.A0A1D6MU28	Mitogen-activated protein kinase kinase 3.	https://smart.embl.de/smart/DDvec.cgi?smart=593:S_TKc(125|381)+	100194228,103628009,A0A1D6MU28,A0A1D6MU28_MAIZE,Mitogen-activated protein kinase kinase 3,XP_020393484,ZEAMMB73_Zm00001d041092,zma:103628009
A0A1D6MU43	4577.A0A1D6MU43	RING-type E3 ubiquitin transferase.	https://smart.embl.de/smart/DDvec.cgi?smart=810:Ubox(27|95)+ARM(134|174)+ARM(261|301)+ARM(342|387)+ARM(667|708)+ARM(713|754)+	103650422,2.3.2.27,A0A1D6MU43,A0A1D6MU43_MAIZE,RING-type E3 ubiquitin transferase,U-box domain-containing protein 43,XM_008675994.1,XP_008674216,XP_008674216.1,ZEAMMB73_Zm00001d041098,zma:103650422
A0A1D6MU46	4577.A0A1D6MU46	Cullin domain-containing protein; Belongs to the cullin family.	https://smart.embl.de/smart/DDvec.cgi?smart=184:Pfam_Cullin(52|127)+	A0A1D6MU46,A0A1D6MU46_MAIZE,Cullin domain-containing protein,ZEAMMB73_Zm00001d041099
A0A1D6MU51	4577.A0A1D6MU51	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=649:	103650424,A0A1D6MU51,A0A1D6MU51_MAIZE,Uncharacterized protein,Uncharacterized protein LOC103650424,XP_020406421,ZEAMMB73_Zm00001d041101,zma:103650424
A0A1D6MU53	4577.A0A1D6MU53	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase; Catalyzes the formation of formate and 2-keto-4- methylthiobutyrate (KMTB) from 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK-MTPene).	https://smart.embl.de/smart/DDvec.cgi?smart=171:Pfam_AraC_binding(51|154)+	1.13.11.53,1.13.11.54,103652087,A0A1D6MU53,A0A1D6MU53_MAIZE,ARD,Acireductone dioxygenase (Fe(2+)-requiring),EC 1.13.11.53,EC 1.13.11.54,Fe-ARD,XP_020406422,ZEAMMB73_Zm00001d041103,zma:103652087
A0A1D6MU59	4577.A0A1D6MU59	E3 ubiquitin-protein ligase UPL1.	https://smart.embl.de/smart/DDvec.cgi?smart=3599:Pfam_DUF908(108|411)+Pfam_DUF913(472|801)+UBA(1294|1332)+Pfam_DUF4414(2559|2659)+HECTc(3288|3599)+	103650429,A0A1D6MU59,A0A1D6MU59_MAIZE,E3 ubiquitin-protein ligase UPL1,XP_008674220,ZEAMMB73_Zm00001d041105,zma:103650429
